id,station_name,city,country,company,lat,lon,free_bikes
5a75264e8117f765dc84229724274a01,"Нахимовский пр-т, д.51/21 (ст. м. Профсоюзная, выход №7)",Moscow,RU,ЗАО «СитиБайк»,55.6771438,37.5629419,0.0
b67349178e2c78564df83cf1a54c1c14,ул. Болотниковская (парк им. 70-ти летия Победы),Moscow,RU,ЗАО «СитиБайк»,55.6651369,37.5710478,0.0
d9b1f57b2043057f36aff01301cb6376,"ул. Селезнёвская, д.28",Moscow,RU,ЗАО «СитиБайк»,55.7806984,37.6079968,0.0
08df12c5e0990cdb1d9265d0bfbd0611,"Площадь Киевского вокзала, д.2",Moscow,RU,ЗАО «СитиБайк»,55.74496,37.56871,0.0
610a654a888eec82d4ada23833b0cf54,"2-й Щемиловский пер., д.14",Moscow,RU,ЗАО «СитиБайк»,55.778327,37.6089126,0.0
7e9578c3a252c85550b5e6003610db73,"ул. Сущёвский Вал, д.16, стр.1",Moscow,RU,ЗАО «СитиБайк»,55.7924677,37.6023012,0.0
4093c472b8997baefc0e9ed1a9bfe9fb,ст. м. Владыкино,Moscow,RU,ЗАО «СитиБайк»,55.8459731,37.5897749,0.0
0b7a44d9274c2f942962207723262ab4,"Дмитровское ш., д.13А, к.3 (ст. м. Тимирязевская)",Moscow,RU,ЗАО «СитиБайк»,55.8191407,37.5741987,0.0
09ee97a49e488e2a76be523c6f44c863,"ул. Крымский Вал, д.9, стр.1 (напротив входа в Парк Горького)",Moscow,RU,ЗАО «СитиБайк»,55.731981,37.6048252,0.0
06001ed3e93d6385423ecd5999a830e8,"Никитский б-р (напротив д.11/12, стр.3)",Moscow,RU,ЗАО «СитиБайк»,55.7553104,37.5999825,0.0
f1175d74389ddaedb642cb73cf07f3d5,"Чистопрудный б-р (напротив д.8, стр.1)",Moscow,RU,ЗАО «СитиБайк»,55.763247,37.641671,0.0
f9762e2370ed7070a52e1b5ebe79f120,"ул. Миклухо-Маклая, д.6",Moscow,RU,ЗАО «СитиБайк»,55.6533607,37.5006237,0.0
d993272ed499aa724bc833d3d910ee19,ст. м. Ленинский проспект (южный вестибюль),Moscow,RU,ЗАО «СитиБайк»,55.70674,37.58531,0.0
6464a91e701db71174ef9ec8e1e9a27a,"ул. Мясницкая, д.39, стр.1",Moscow,RU,ЗАО «СитиБайк»,55.76728,37.641517,0.0
7563646cc123ec67e784b9e9e4785a5d,"ул. Мастеркова, д.3 (ст. м. Автозаводская)",Moscow,RU,ЗАО «СитиБайк»,55.7082873,37.657647,0.0
015847c5caee603f7ef506b394327114,"ул. Советской Армии, д.17/52",Moscow,RU,ЗАО «СитиБайк»,55.792512,37.6158903,0.0
2e139f5f9fdeb525804a0b524f59dae6,"ул. Чаянова, д.15",Moscow,RU,ЗАО «СитиБайк»,55.776466,37.5959992,0.0
667f306fb11e9695f62cd3ef12af4931,"ул. Малая Никитская, д.24, стр.2",Moscow,RU,ЗАО «СитиБайк»,55.7591806,37.5874544,0.0
db82d769dd769868909068fbc45e02b0,"ул. Самотечная, д.9",Moscow,RU,ЗАО «СитиБайк»,55.776646,37.6182931,0.0
89d5354c2661f14f3e73f292b3efb006,"Продольный пр., д.115А (ст. м. ВДНХ, северный вестибюль)",Moscow,RU,ЗАО «СитиБайк»,55.8224303,37.6414493,0.0
6cc8d8aa15adea14ca839c99fd9c8bc7,"ул. Большая Дмитровка, д.2",Moscow,RU,ЗАО «СитиБайк»,55.759165,37.616547,0.0
374bcbba2f73bc96635fb50751337b6b,"Кремлёвская наб., д.1",Moscow,RU,ЗАО «СитиБайк»,55.7464818,37.6101276,0.0
fea7d384ea094ab54ddd70ff853d917d,"ул. Земляной Вал, д.2",Moscow,RU,ЗАО «СитиБайк»,55.763292,37.656429,0.0
82a761b49abcf6848ed3cf300abaa3bb,"ул. Каланчёвская, д.15А",Moscow,RU,ЗАО «СитиБайк»,55.7724956,37.6520953,0.0
bb312070a1581e8ce2611d54e9d0ec66,"Гоголевский б-р (напротив д.17, стр.1)",Moscow,RU,ЗАО «СитиБайк»,55.7468663,37.5997037,0.0
7b487d48c954cc785f37d71891887f4c,"ул. Кржижановского, вл.22, стр.2",Moscow,RU,ЗАО «СитиБайк»,55.678373,37.5745946,1.0
5c762b01d91189a4e67c8dbbaf9ffee0,"ул. Покровка, д.7/9-11",Moscow,RU,ЗАО «СитиБайк»,55.759038,37.642574,0.0
2a8a74c3ff09c4f58a1d94f351782422,"Серебряническая наб., д.29",Moscow,RU,ЗАО «СитиБайк»,55.750628,37.654944,0.0
f3df034fabe4ae3e679b100a8239df6e,Университетская пл. (напротив ГЗ МГУ),Moscow,RU,ЗАО «СитиБайк»,55.706203,37.535522,0.0
cebcc6abdd46b372480aee7f3e209d50,"ул. Профсоюзная, д.91 (ст. м. Беляево, южный вестибюль)",Moscow,RU,ЗАО «СитиБайк»,55.642252,37.526472,0.0
85f3ec27ce04299fc9ff1a0492256b2b,"ул. Введенского, д.13А",Moscow,RU,ЗАО «СитиБайк»,55.642636,37.541377,0.0
656c07164fdc420092fadcc6c63e2d49,"ул. Косыгина, д.18, стр.1",Moscow,RU,ЗАО «СитиБайк»,55.706491,37.554776,0.0
2605d7760b00767c9b0a544d3b520e4e,"Ленинский пр-т, д.45",Moscow,RU,ЗАО «СитиБайк»,55.7032184,37.5731731,0.0
